,mcc,sens,spec,prec,acc,FDR,FPR,PPV,NPV,mism,wspec,tversky,balanced_acc,dice
MRI_305.nii.gz,0.768601868,0.607949294,0.999829958,0.995459459,0.97718811,0.004540541,0.000170042,0.995459459,0.976519807,0.754877849,0.998471702,0.688335377,0.803889626,0.754877849
MRI_576.nii.gz,0.961777219,0.936769078,0.999793854,0.988909814,0.998580933,0.011090186,0.000206146,0.988909814,0.998760515,0.96213355,0.998147738,0.9518247,0.968281466,0.96213355
MRI_383.nii.gz,0.835196015,0.729821803,0.99955483,0.960344828,0.995628357,0.039655172,0.00044517,0.960344828,0.996023052,0.829362716,0.996007684,0.786456568,0.864688316,0.829362716
MRI_584.nii.gz,0.94068343,0.923989054,0.999025692,0.960644855,0.997142792,0.039355145,0.000974308,0.960644855,0.998045478,0.94196048,0.991299047,0.934688668,0.961507373,0.94196048
MRI_809.nii.gz,0.920725474,0.94145476,0.999331933,0.901472254,0.998958588,0.098527746,0.000668067,0.901472254,0.999619784,0.921029795,0.994019363,0.929092501,0.970393347,0.921029795
MRI_281.nii.gz,0.80887892,0.883729639,0.993808484,0.748019017,0.991565704,0.251980983,0.006191516,0.748019017,0.997572645,0.810230881,0.946906201,0.838112826,0.938769061,0.810230881
MRI_572.nii.gz,0.927575602,0.910844977,0.999696901,0.945441989,0.999187469,0.054558011,0.000303099,0.945441989,0.999485991,0.927821078,0.997278708,0.920955264,0.955270939,0.927821078
MRI_774.nii.gz,0.894454706,0.825792812,0.999772884,0.970675944,0.998203278,0.029324056,0.000227116,0.970675944,0.998416189,0.892392049,0.997959662,0.864503563,0.912782848,0.892392049
MRI_825.nii.gz,0.955946884,0.986652237,0.999171075,0.927118644,0.999038696,0.072881356,0.000828925,0.927118644,0.99985725,0.955959455,0.992588819,0.96800453,0.992911656,0.955959455
MRI_699.nii.gz,0.91132945,0.938235294,0.999371127,0.886111111,0.999053955,0.113888889,0.000628873,0.886111111,0.999677796,0.911428571,0.994368476,0.921965318,0.968803211,0.911428571
MRI_329.nii.gz,0.941832859,0.888164666,1,1,0.998756409,0,0,1,0.998744004,0.940770349,1,0.918997586,0.944082333,0.940770349
MRI_718.nii.gz,0.961235507,0.992092226,0.997095149,0.934404164,0.996894836,0.065595836,0.002904851,0.934404164,0.999669323,0.962384473,0.974450089,0.974051485,0.994593687,0.962384473
MRI_346.nii.gz,0.798936023,0.752779403,0.998287764,0.853116711,0.99508667,0.146883289,0.001712236,0.853116711,0.996739063,0.799813491,0.984798109,0.780311761,0.875533584,0.799813491
MRI_398.nii.gz,0.908197997,0.867081163,0.999059303,0.955378634,0.996063232,0.044621366,0.000940697,0.955378634,0.996919098,0.909090909,0.991596964,0.891807812,0.933070233,0.909090909
MRI_155.nii.gz,0.972609934,0.962823368,0.999313291,0.984928146,0.997688293,0.015071854,0.000686709,0.984928146,0.998269068,0.973750325,0.993853387,0.969349915,0.98106833,0.973750325
MRI_710.nii.gz,0.837491124,0.778636364,0.999296002,0.903481013,0.997444153,0.096518987,0.000703998,0.903481013,0.998128708,0.836425781,0.993699504,0.812310319,0.888966183,0.836425781
MRI_154.nii.gz,0.832041596,0.729426833,0.998646115,0.964232804,0.985816956,0.035767196,0.001353885,0.964232804,0.986624138,0.830553277,0.987945601,0.786914693,0.864036474,0.830553277
MRI_420.nii.gz,0.827750559,0.751585872,0.997008521,0.927873924,0.985054016,0.072126076,0.002991479,0.927873924,0.987402751,0.830477674,0.973705956,0.797013587,0.874297197,0.830477674
MRI_196.nii.gz,,0.956766361,0.997467983,0.962982833,0.994846344,0.037017167,0.002532017,0.962982833,0.997024877,0.959864532,0.977664281,0.958622859,0.977117172,0.959864532
MRI_338.nii.gz,0.925469972,0.924203273,0.99967814,0.927398444,0.999343872,0.072601556,0.00032186,0.927398444,0.999662818,0.925798102,0.997110699,0.92515951,0.961940706,0.925798102
MRI_843.nii.gz,0.971588557,0.970959226,0.999644424,0.972957084,0.999271393,0.027042916,0.000355576,0.972957084,0.999617379,0.971957128,0.996808892,0.971557721,0.985301825,0.971957128
MRI_359.nii.gz,0.954436511,0.919213356,0.999831423,0.993425076,0.997657776,0.006574924,0.000168577,0.993425076,0.997766076,0.954879483,0.998484848,0.940285979,0.959522389,0.954879483
MRI_888.nii.gz,0.869740021,0.800823469,0.9996618,0.946472019,0.998188019,0.053527981,0.0003382,0.946472019,0.998514395,0.867577363,0.996964412,0.839583446,0.900242634,0.867577363
MRI_087.nii.gz,0.899015075,0.987562189,0.997655497,0.820490109,0.99754715,0.179509891,0.002344503,0.820490109,0.999864738,0.896307047,0.979287947,0.930707659,0.992608843,0.896307047
MRI_279.nii.gz,0.915135025,0.925713113,0.998219776,0.907828537,0.996871948,0.092171463,0.001780224,0.907828537,0.998592398,0.916683601,0.984202962,0.920274185,0.961966445,0.916683601
MRI_200.nii.gz,0.320980008,0.871774514,0.942312951,0.127875153,0.941635132,0.872124847,0.057687049,0.127875153,0.998681477,0.223034735,0.644759001,0.317561314,0.907043733,0.223034735
MRI_860.nii.gz,0.921119443,0.915401302,0.999496735,0.927982408,0.998905182,0.072017592,0.000503265,0.927982408,0.999400749,0.921648922,0.995488774,0.919139668,0.957449018,0.921648922
MRI_149.nii.gz,0.765989309,0.968756687,0.988911373,0.613248442,0.988552094,0.386751558,0.011088627,0.613248442,0.999426916,0.751057652,0.908333958,0.825236524,0.97883403,0.751057652
MRI_061.nii.gz,0.930709297,0.971987952,0.998504775,0.892916436,0.998168945,0.107083564,0.001495225,0.892916436,0.999640274,0.930775887,0.986702046,0.946834106,0.985246364,0.930775887
MRI_909.nii.gz,0.929974112,0.923744575,0.999616169,0.937106918,0.999149323,0.062893082,0.000383831,0.937106918,0.999527929,0.930377771,0.996556092,0.927713094,0.961680372,0.930377771
MRI_763.nii.gz,0.880906199,0.986430063,0.999023684,0.7875,0.998977661,0.2125,0.000976316,0.7875,0.999950181,0.875810936,0.991281256,0.916941587,0.992726873,0.875810936
MRI_643.nii.gz,0.770615621,1,0.998803905,0.594559585,0.998806,0.405440415,0.001196095,0.594559585,1,0.745735175,0.989337179,0.830168204,0.999401953,0.745735175
MRI_278.nii.gz,0.849698826,0.961294863,0.998277866,0.75261708,0.998077393,0.24738292,0.001722134,0.75261708,0.999788729,0.844252163,0.984711424,0.887474012,0.979786364,0.844252163
MRI_238.nii.gz,0.567078577,0.49467917,0.991276573,0.680533411,0.973297119,0.319466589,0.008723427,0.680533411,0.98121021,0.572910311,0.9266108,0.538825258,0.742977871,0.572910311
MRI_879.nii.gz,0.96212664,0.944227552,0.999873248,0.980880649,0.999492645,0.019119351,0.000126752,0.980880649,0.999616002,0.962205172,0.998860388,0.954932596,0.9720504,0.962205172
MRI_702.nii.gz,0.674245528,0.459137056,0.999988381,0.998344371,0.991859436,0.001655629,1.16E-05,0.998344371,0.991814299,0.628998609,0.999895441,0.547916162,0.729562719,0.628998609
MRI_848.nii.gz,0.954747196,0.986308316,0.999392709,0.924869234,0.999294281,0.075130766,0.000607291,0.924869234,0.99989617,0.954601227,0.99456081,0.967036245,0.992850513,0.954601227
MRI_088.nii.gz,-0.001540739,0,0.999326241,0,0.995807648,1,0.000673759,0,0.996476669,0,0.993968678,0,0.49966312,0
MRI_123.nii.gz,0.825927931,0.985492492,0.993482176,0.697029703,0.993362427,0.302970297,0.006517824,0.697029703,0.999777855,0.816533108,0.944246703,0.87665278,0.989487334,0.816533108
MRI_316.nii.gz,0.67241717,0.941860465,0.99369314,0.483658077,0.993370056,0.516341923,0.00630686,0.483658077,0.999633151,0.639119601,0.945964612,0.733415936,0.967776803,0.639119601
MRI_261.nii.gz,0.464407792,0.222944947,0.999992049,0.999155049,0.968547821,0.000844951,7.95E-06,0.999155049,0.968268938,0.364547206,0.999928444,0.290694101,0.611468498,0.364547206
MRI_513.nii.gz,0.520604446,0.9193599,0.974138564,0.304352342,0.973472595,0.695647658,0.025861436,0.304352342,0.998982247,0.457312315,0.807146765,0.572377417,0.946749232,0.457312315
MRI_180.nii.gz,0.942077637,0.988902453,0.99614827,0.901375683,0.9958992,0.098624317,0.00385173,0.901375683,0.99960358,0.943112663,0.966370678,0.96091012,0.992525361,0.943112663
MRI_439.nii.gz,0.9671964,0.962330487,0.999589405,0.973082783,0.999023438,0.026917217,0.000410595,0.973082783,0.999419068,0.967676768,0.996316745,0.965531143,0.980959946,0.967676768
MRI_276.nii.gz,0.805534047,0.671291117,0.999674008,0.972762646,0.994075775,0.027237354,0.000325992,0.972762646,0.994329499,0.794386337,0.997073703,0.740101147,0.835482562,0.794386337
MRI_782.nii.gz,0.952925691,0.911278195,0.999992351,0.996710526,0.999767303,0.003289474,7.65E-06,0.996710526,0.99977441,0.952081697,0.999931165,0.935329526,0.955635273,0.952081697
MRI_866.nii.gz,0.919100436,0.987247609,0.999402763,0.856221198,0.999359131,0.143778802,0.000597237,0.856221198,0.999954033,0.917077986,0.99465043,0.943913839,0.993325186,0.917077986
MRI_213.nii.gz,0.704209263,0.513717567,0.999683469,0.983710039,0.982250214,0.016289961,0.000316531,0.983710039,0.982222343,0.67495634,0.997158418,0.599669815,0.756700518,0.67495634
MRI_687.nii.gz,0.894165003,0.850904279,0.999538243,0.941434846,0.998252869,0.058565154,0.000461757,0.941434846,0.998700475,0.893883225,0.995859483,0.876180959,0.925221261,0.893883225
MRI_813.nii.gz,0.959396862,0.969785984,0.999530338,0.949856145,0.999259949,0.050143855,0.000469662,0.949856145,0.999722769,0.959717608,0.99578886,0.963719766,0.984658161,0.959717608
MRI_694.nii.gz,0.850846952,0.882623705,0.999360827,0.821199143,0.998973846,0.178800857,0.000639173,0.821199143,0.99960951,0.850804215,0.994276706,0.863252673,0.940992266,0.850804215
MRI_422.nii.gz,-0.004055223,0,0.996481721,0,0.991840363,1,0.003518279,0,0.995325886,0,0.969202325,0,0.49824086,0
MRI_092.nii.gz,0.716662674,0.991283863,0.985300447,0.526065758,0.985397339,0.473934242,0.014699553,0.526065758,0.999854414,0.687357073,0.881624553,0.783437593,0.988292155,0.687357073
MRI_377.nii.gz,,0.821025383,0.994932262,0.900757337,0.985706329,0.099242663,0.005067738,0.900757337,0.990022768,0.859045254,0.956167417,0.843422443,0.907978823,0.859045254
MRI_133.nii.gz,0.620852371,0.724038886,0.989387388,0.545167193,0.984806061,0.454832807,0.010612612,0.545167193,0.995123627,0.621998671,0.911961072,0.659157196,0.856713137,0.621998671
MRI_752.nii.gz,0.936176934,0.945280438,0.99979343,0.927516779,0.999641418,0.072483221,0.00020657,0.927516779,0.999846977,0.936314363,0.99814394,0.939880305,0.972536934,0.936314363
MRI_117.nii.gz,-0.002303834,0,0.998762552,0,0.994483948,1,0.001237448,0,0.99571081,0,0.988972136,0,0.499381276,0
MRI_551.nii.gz,0.972364685,0.959927798,0.999849638,0.985544848,0.999427795,0.014455152,0.000150362,0.985544848,0.999572165,0.972567666,0.998648368,0.967471984,0.979888718,0.972567666
MRI_653.nii.gz,0.872079387,0.983516484,0.999399843,0.773775216,0.99936676,0.226224784,0.000600157,0.773775216,0.999965577,0.866129032,0.994624392,0.909552846,0.991458163,0.866129032
MRI_820.nii.gz,0.709002198,0.525866529,0.999701872,0.963507109,0.992713928,0.036492891,0.000298128,0.963507109,0.992950922,0.68038822,0.997323229,0.608828462,0.7627842,0.68038822
MRI_096.nii.gz,0.803855345,0.926442308,0.996831549,0.700472555,0.996273041,0.299527445,0.003168451,0.700472555,0.999410161,0.797764438,0.972188888,0.844693815,0.961636928,0.797764438
MRI_089.nii.gz,0.584957192,0.344465649,0.999996155,0.998616874,0.994754791,0.001383126,3.85E-06,0.998616874,0.99474411,0.512238382,0.999965392,0.428715634,0.672230902,0.512238382
MRI_712.nii.gz,0.735222921,0.997885835,0.998479006,0.542528736,0.998477936,0.457471264,0.001520994,0.542528736,0.999996173,0.702903946,0.986475619,0.797162641,0.998182421,0.702903946
MRI_189.nii.gz,0.936609413,0.994424532,0.997464239,0.884520014,0.997406006,0.115479986,0.002535761,0.884520014,0.999890837,0.936257968,0.97763191,0.958688474,0.995944385,0.936257968
MRI_648.nii.gz,0.904615076,0.942622951,0.999667347,0.86858006,0.999534607,0.13141994,0.000332653,0.86858006,0.999866148,0.90408805,0.997014072,0.919117647,0.971145149,0.90408805
MRI_353.nii.gz,0.891593976,0.844598498,0.999658235,0.942617666,0.998634338,0.057382334,0.000341765,0.942617666,0.998967739,0.890920171,0.996932504,0.871794872,0.922128367,0.890920171
MRI_670.nii.gz,0.958678629,0.968543046,0.999522577,0.949675325,0.999237061,0.050324675,0.000477423,0.949675325,0.999707332,0.959016393,0.995719546,0.962804477,0.984032812,0.959016393
MRI_192.nii.gz,,0,1,,0.98468399,,0,,0.98468399,0,1,0,0.5,0
MRI_677.nii.gz,0.930574741,0.947868516,0.998683446,0.915653684,0.997928619,0.084346316,0.001316554,0.915653684,0.999213523,0.93148265,0.988274514,0.93796854,0.973275981,0.93148265
MRI_370.nii.gz,0.63127676,0.415704251,0.999922558,0.99728649,0.962486267,0.00271351,7.74E-05,0.99728649,0.961531226,0.586806723,0.999303457,0.503853036,0.707813404,0.586806723
MRI_597.nii.gz,0.95450617,0.973220783,0.99828419,0.938526316,0.997627258,0.061473684,0.00171581,0.938526316,0.999278485,0.955558731,0.984766807,0.962546062,0.985752486,0.955558731
MRI_450.nii.gz,0.89816055,0.881472127,0.998332041,0.919458035,0.995861053,0.080541965,0.001667959,0.919458035,0.997441888,0.900064475,0.98518604,0.892534205,0.939902084,0.900064475
MRI_156.nii.gz,-0.008843661,0,0.993166489,0,0.981876373,1,0.006833511,0,0.988554881,0,0.941686301,0,0.496583245,0
MRI_245.nii.gz,0.75419608,0.571943527,1,1,0.994564056,0,0,1,0.994524285,0.727689662,1,0.656212304,0.785971763,0.727689662
MRI_438.nii.gz,0.908871122,0.991372549,0.997115969,0.835794578,0.997032166,0.164205422,0.002884031,0.835794578,0.999871898,0.906960057,0.974629085,0.938939236,0.994244259,0.906960057
MRI_620.nii.gz,0.868165042,0.827171492,0.999322814,0.913428431,0.997848511,0.086571569,0.000677186,0.913428431,0.998508329,0.868162693,0.993938165,0.851288164,0.913247153,0.868162693
MRI_227.nii.gz,,0.938412302,0.995696518,0.918060328,0.992897034,0.081939672,0.004303482,0.918060328,0.996831949,0.928124759,0.962557722,0.93221259,0.96705441,0.928124759
MRI_654.nii.gz,0.936848353,0.940520446,0.99979337,0.933579336,0.999610901,0.066420664,0.00020663,0.933579336,0.999816325,0.937037037,0.998143401,0.9384273,0.970156908,0.937037037
MRI_907.nii.gz,0.943933224,0.946345976,0.999758679,0.94198895,0.999538422,0.05801105,0.000241321,0.94198895,0.999777827,0.944162437,0.997832295,0.945034642,0.973052327,0.944162437
MRI_740.nii.gz,0.898068224,0.996047431,0.999322838,0.810289389,0.999313354,0.189710611,0.000677162,0.810289389,0.999988515,0.893617021,0.993938379,0.931952663,0.997685134,0.893617021
MRI_621.nii.gz,0.768565608,0.611950669,0.999529186,0.983528755,0.982505798,0.016471245,0.000470814,0.983528755,0.982477057,0.7544705,0.995778578,0.690175335,0.805739928,0.7544705
MRI_451.nii.gz,0.925848445,0.861954108,0.99995326,0.997430407,0.997108459,0.002569593,4.67E-05,0.997430407,0.99710262,0.9247568,0.999579498,0.898568618,0.930953684,0.9247568
MRI_339.nii.gz,0.547984691,0.371378493,0.997246925,0.838259251,0.974090576,0.161740749,0.002753075,0.838259251,0.976354195,0.514718491,0.975756284,0.445880372,0.684312709,0.514718491
MRI_134.nii.gz,0.776744415,0.835337273,0.994122152,0.730529317,0.991149902,0.269470683,0.005877848,0.730529317,0.996850308,0.779425746,0.949475185,0.800867492,0.914729713,0.779425746
MRI_682.nii.gz,0.88811515,0.911714771,0.999363902,0.866129032,0.998970032,0.133870968,0.000636098,0.866129032,0.999601386,0.888337469,0.994304102,0.897543039,0.955539336,0.888337469
MRI_855.nii.gz,0.958631782,0.960449219,0.999333457,0.958110083,0.998725891,0.041889917,0.000666543,0.958110083,0.999372185,0.959278225,0.994032935,0.95974628,0.979891338,0.959278225
MRI_350.nii.gz,0.07810298,0.069987547,0.991504248,0.113581245,0.977390289,0.886418755,0.008495752,0.113581245,0.98562021,0.086608106,0.928404305,0.079094773,0.530745897,0.086608106
MRI_169.nii.gz,0.798495802,0.887934646,0.993759956,0.725235244,0.991832733,0.274764756,0.006240044,0.725235244,0.997912594,0.798380262,0.946509855,0.831943163,0.940847301,0.798380262
MRI_581.nii.gz,0.976755315,0.968511888,0.999446768,0.986995977,0.998161316,0.013004023,0.000553232,0.986995977,0.998635939,0.977666574,0.995042855,0.97398401,0.983979328,0.977666574
MRI_780.nii.gz,0.938659996,0.919087137,0.999927387,0.958874459,0.999778748,0.041125541,7.26E-05,0.958874459,0.999850964,0.938559322,0.999346865,0.930672269,0.959507262,0.938559322
MRI_120.nii.gz,0.848901367,0.799331725,0.998294107,0.90767285,0.994205475,0.09232715,0.001705893,0.90767285,0.995800311,0.85006416,0.984853666,0.829017539,0.898812916,0.85006416
MRI_041.nii.gz,0.916674462,0.990081758,0.995013409,0.853297909,0.994873047,0.146702091,0.004986591,0.853297909,0.999708072,0.916614965,0.956842356,0.944653316,0.992547584,0.916614965
MRI_533.nii.gz,0.903228523,0.92248062,0.999763022,0.884758364,0.999610901,0.115241636,0.000236978,0.884758364,0.999847098,0.903225806,0.997871237,0.910830463,0.961121821,0.903225806
MRI_274.nii.gz,0.799744044,0.644486692,0.999976786,0.997477932,0.994983673,0.002522068,2.32E-05,0.997477932,0.99496083,0.783039102,0.999791111,0.72103552,0.822231739,0.783039102
MRI_081.nii.gz,0.378681466,0.184077312,0.998857702,0.804289544,0.978595734,0.195710456,0.001142298,0.804289544,0.979593481,0.299588066,0.989812414,0.239477938,0.591467507,0.299588066
MRI_026.nii.gz,0.807416481,0.885681293,0.995855884,0.741062802,0.994400024,0.258937198,0.004144116,0.741062802,0.99846514,0.806943714,0.963899781,0.836696847,0.940768589,0.806943714
MRI_728.nii.gz,0.937432255,0.992617108,0.998079128,0.887144482,0.997997284,0.112855518,0.001920872,0.887144482,0.999887487,0.936921783,0.982973789,0.958432684,0.995348118,0.936921783
MRI_029.nii.gz,0.420697751,0.332450331,0.997552707,0.542116631,0.99180603,0.457883369,0.002447293,0.542116631,0.994201453,0.412151067,0.97839731,0.376086305,0.665001519,0.412151067
MRI_104.nii.gz,,0.93448508,0.998006215,0.961819721,0.994766235,0.038180279,0.001993785,0.961819721,0.996484088,0.94795539,0.98233765,0.942520932,0.966245647,0.94795539
MRI_402.nii.gz,0.951075922,0.987647059,0.999412542,0.916484716,0.999336243,0.083515284,0.000587458,0.916484716,0.999919328,0.950736127,0.994737606,0.965164406,0.9935298,0.950736127
MRI_159.nii.gz,0.869741837,0.913161465,0.99894119,0.829839704,0.998458862,0.170160296,0.00105881,0.829839704,0.999508679,0.869509044,0.99055075,0.886459431,0.956051328,0.869509044
MRI_519.nii.gz,,0.967538607,0.999166172,0.98334401,0.997634888,0.01665599,0.000833828,0.98334401,0.998349729,0.975377284,0.992545278,0.972226621,0.98335239,0.975377284
MRI_898.nii.gz,0.911039392,0.844352617,0.999923281,0.983948636,0.999061584,0.016051364,7.67E-05,0.983948636,0.999133761,0.908821349,0.999309954,0.881887498,0.922137949,0.908821349
MRI_566.nii.gz,0.977157358,0.99534559,0.999309668,0.960044893,0.99924469,0.039955107,0.000690332,0.960044893,0.999922387,0.9773766,0.993821137,0.984485775,0.997327629,0.9773766
MRI_171.nii.gz,0.617861378,0.568246445,0.995704161,0.683970337,0.988822937,0.316029663,0.004295839,0.683970337,0.992955405,0.620761067,0.962622007,0.598631984,0.781975303,0.620761067
MRI_425.nii.gz,0.786522093,0.640585924,0.999527088,0.978177851,0.98802948,0.021822149,0.000472912,0.978177851,0.988240566,0.77417962,0.995759834,0.714570381,0.820056506,0.77417962
MRI_714.nii.gz,0.938336815,0.952428147,0.999701304,0.924927815,0.999519348,0.075072185,0.000298696,0.924927815,0.999816166,0.938476563,0.997318144,0.944007859,0.976064725,0.938476563
MRI_573.nii.gz,0.9191106,0.850798722,0.999945949,0.994770265,0.998165131,0.005229735,5.41E-05,0.994770265,0.998200156,0.917168934,0.99951375,0.889415851,0.925372335,0.917168934
MRI_754.nii.gz,0.765129358,1,0.998198687,0.586479368,0.998203278,0.413520632,0.001801313,0.586479368,1,0.739346984,0.984018489,0.825404671,0.999099344,0.739346984
MRI_322.nii.gz,0.861044889,0.811625117,0.997957925,0.921307506,0.99262619,0.078692494,0.002042075,0.921307506,0.994470446,0.862995251,0.981916747,0.841686137,0.904791521,0.862995251
MRI_917.nii.gz,0.967718145,0.949303406,0.999876714,0.987122736,0.999378204,0.012877264,0.000123286,0.987122736,0.999495492,0.967843756,0.998891523,0.960341385,0.97459006,0.967843756
MRI_678.nii.gz,0.758251664,0.706594539,0.99768065,0.820766008,0.993370056,0.179233992,0.00231935,0.820766008,0.995598952,0.759413068,0.979506109,0.737365591,0.852137594,0.759413068
MRI_514.nii.gz,0.934218644,0.976138032,0.997615857,0.896795953,0.997169495,0.103204047,0.002384143,0.896795953,0.999492612,0.93478643,0.97894431,0.950899403,0.986876945,0.93478643
MRI_569.nii.gz,0.955696019,0.972389791,0.998976085,0.940740741,0.998538971,0.059259259,0.001023915,0.940740741,0.999538203,0.95630348,0.99085964,0.962673711,0.985682938,0.95630348
MRI_609.nii.gz,0.974084866,0.969444131,0.999324845,0.980499487,0.998313904,0.019500513,0.000675155,0.980499487,0.998930439,0.974940469,0.993956245,0.972734472,0.984384488,0.974940469
MRI_802.nii.gz,0.849361834,1,0.997732165,0.723055295,0.997745514,0.276944705,0.002267835,0.723055295,1,0.839271145,0.97995319,0.896936581,0.998866083,0.839271145
MRI_786.nii.gz,0.819241537,0.748768473,0.999408414,0.898817346,0.997661591,0.101182654,0.000591586,0.898817346,0.998238829,0.816960287,0.994700802,0.788245462,0.874088443,0.816960287
MRI_571.nii.gz,0.933479291,0.878342246,0.999980872,0.99244713,0.999633789,0.00755287,1.91E-05,0.99244713,0.999651984,0.931914894,0.999827874,0.909720299,0.939161559,0.931914894
MRI_025.nii.gz,0.894842552,0.881289308,0.999152542,0.910641755,0.998008728,0.089358245,0.000847458,0.910641755,0.998837039,0.89572513,0.992424242,0.889894419,0.940220925,0.89572513
MRI_750.nii.gz,0.89538427,0.990163934,0.999188452,0.810375671,0.999156952,0.189624329,0.000811548,0.810375671,0.999965521,0.891293655,0.992743178,0.928373809,0.994676193,0.891293655
MRI_212.nii.gz,0.908620418,0.933345058,0.997403084,0.888498242,0.996013641,0.111501758,0.002596916,0.888498242,0.998520519,0.910369671,0.977103436,0.91942274,0.965374071,0.910369671
MRI_024.nii.gz,0.811157515,0.997735507,0.995679706,0.662357186,0.995697021,0.337642814,0.004320294,0.662357186,0.999980681,0.796169136,0.962416332,0.866163403,0.996707607,0.796169136
MRI_631.nii.gz,0.679225636,0.477781092,0.999826115,0.972677596,0.993148804,0.027322404,0.000173885,0.972677596,0.993278234,0.6408,0.998437205,0.563846262,0.738803603,0.6408
MRI_250.nii.gz,0.668428258,0.469511701,0.999483577,0.978235195,0.974517822,0.021764805,0.000516423,0.978235195,0.974431829,0.634493325,0.995371312,0.556301811,0.734497639,0.634493325
MRI_567.nii.gz,0.957132569,0.948409286,0.999707488,0.966695881,0.999252319,0.033304119,0.000292512,0.966695881,0.999538216,0.957465278,0.997373534,0.953822207,0.974058387,0.957465278
MRI_293.nii.gz,0.84896283,0.80960737,0.998326766,0.895439107,0.995044708,0.104560893,0.001673234,0.895439107,0.996635946,0.850362861,0.98513981,0.833577994,0.903967068,0.850362861
MRI_257.nii.gz,0.52665703,0.345907108,0.996897622,0.838830118,0.96786499,0.161169882,0.003102378,0.838830118,0.970282485,0.489825581,0.972754793,0.419937695,0.671402365,0.489825581
MRI_435.nii.gz,0.937332324,0.928902628,0.999739314,0.946456693,0.999389648,0.053543307,0.000260686,0.946456693,0.999647339,0.937597504,0.997658707,0.934100093,0.964320971,0.937597504
MRI_234.nii.gz,0.942911047,0.963669951,0.999500998,0.923303835,0.999279022,0.076696165,0.000499002,0.923303835,0.999773468,0.943055137,0.995526839,0.951194311,0.981585474,0.943055137
MRI_294.nii.gz,0.910688139,0.844130853,0.99960348,0.990684107,0.992206573,0.009315893,0.00039652,0.990684107,0.9922709,0.911554613,0.996442603,0.883332634,0.921867166,0.911554613
MRI_086.nii.gz,0.905209316,0.989448751,0.996380583,0.831373259,0.996257782,0.168626741,0.003619417,0.831373259,0.999809054,0.903549307,0.968341913,0.936054921,0.992914667,0.903549307
MRI_908.nii.gz,0.944496432,0.91991342,0.999850436,0.970319635,0.999427795,0.029680365,0.000149564,0.970319635,0.999574435,0.944444444,0.998655533,0.934476693,0.959881928,0.944444444
MRI_868.nii.gz,0.949072366,0.904929577,0.999973093,0.996124031,0.999252319,0.003875969,2.69E-05,0.996124031,0.999274021,0.948339483,0.99975789,0.930485156,0.952451335,0.948339483
MRI_070.nii.gz,-0.007196273,0,0.994466778,0,0.985210419,1,0.005533222,0,0.990640834,0,0.952311947,0,0.497233389,0
MRI_818.nii.gz,0.934515395,0.89885884,0.999417393,0.974741482,0.996963501,0.025258518,0.000582607,0.974741482,0.997475073,0.9352635,0.994780862,0.920353416,0.949138117,0.9352635
MRI_735.nii.gz,0.769197423,1,0.996942283,0.593479368,0.996955872,0.406520632,0.003057717,0.593479368,1,0.74488491,0.973137644,0.829535745,0.998471141,0.74488491
MRI_790.nii.gz,0.683255561,0.526545909,0.999600834,0.890179514,0.996711731,0.109820486,0.000399166,0.890179514,0.997097976,0.661695447,0.996418938,0.600085421,0.763073371,0.661695447
MRI_232.nii.gz,0.910026198,0.835915493,0.999961645,0.991645781,0.999073029,0.008354219,3.84E-05,0.991645781,0.999107098,0.907145587,0.999654913,0.877244845,0.917938569,0.907145587
MRI_392.nii.gz,0.816533975,0.774013336,0.997478517,0.869081344,0.99274826,0.130918656,0.002521483,0.869081344,0.995124455,0.818797064,0.977755366,0.800275764,0.885745926,0.818797064
MRI_286.nii.gz,0.645203961,0.423092898,1,1,0.984104156,0,0,1,0.983916662,0.594610371,1,0.51164426,0.711546449,0.594610371
MRI_697.nii.gz,0.939765243,0.979433272,0.999111388,0.902695872,0.998947144,0.097304128,0.000888612,0.902695872,0.99982677,0.939500219,0.992058945,0.95507621,0.98927233,0.939500219
MRI_313.nii.gz,0.868178935,0.898559335,0.99567364,0.845562544,0.993179321,0.154437456,0.00432636,0.845562544,0.997321453,0.87125576,0.962365327,0.881975625,0.947116487,0.87125576
MRI_020.nii.gz,-0.009910401,0,0.962990584,0,0.960529327,1,0.037009416,0,0.997346188,0,0.743005105,0,0.481495292,0
MRI_046.nii.gz,0.707673562,0.935351882,0.996236423,0.537882353,0.995952606,0.462117647,0.003763577,0.537882353,0.999696176,0.682999701,0.967117844,0.765623953,0.965794153,0.682999701
MRI_715.nii.gz,0.857901057,0.820809249,0.999628503,0.897787144,0.998920441,0.102212856,0.000371497,0.897787144,0.999287888,0.857574233,0.996666438,0.842479976,0.910218876,0.857574233
MRI_442.nii.gz,0.938889723,0.924657534,0.999008424,0.956123683,0.997310638,0.043876317,0.000991576,0.956123683,0.998240721,0.940127389,0.991146055,0.933877744,0.961832979,0.940127389
MRI_381.nii.gz,0.912254717,0.844822159,0.999864848,0.98712762,0.99798584,0.01287238,0.000135152,0.98712762,0.998099643,0.910447761,0.998784943,0.883010922,0.922343503,0.910447761
MRI_231.nii.gz,0.606755802,0.376754988,1,1,0.977478027,0,0,1,0.977167166,0.547308695,1,0.463398167,0.688377494,0.547308695
MRI_812.nii.gz,0.881509446,0.915974146,0.999325828,0.849315068,0.998981476,0.150684932,0.000674172,0.849315068,0.999651309,0.881386051,0.993965002,0.894903022,0.957649987,0.881386051
