,mcc,sens,spec,prec,acc,FDR,FPR,PPV,NPV,mism,wspec,tversky,balanced_acc,dice
MRI_111.nii.gz,0.927812043,0.958460599,0.997323902,0.901724138,0.996353149,0.098275862,0.002676098,0.901724138,0.998934102,0.929227125,0.976419937,0.940703879,0.97789225,0.929227125
MRI_021.nii.gz,0.948085219,0.955810147,0.999301398,0.941631732,0.998794556,0.058368268,0.000698602,0.941631732,0.999478851,0.948667966,0.993747529,0.951511992,0.977555773,0.948667966
MRI_703.nii.gz,0.904463705,0.872540633,0.999246048,0.940092166,0.997550964,0.059907834,0.000753952,0.940092166,0.998273391,0.905057675,0.993255111,0.891764294,0.93589334,0.905057675
MRI_151.nii.gz,0.773682843,0.624991145,0.999266209,0.979789006,0.979110718,0.020210994,0.000733791,0.979789006,0.979086589,0.763169276,0.993434422,0.701161848,0.812128677,0.763169276
MRI_129.nii.gz,0.500352296,1,0.984083029,0.254401725,0.984169006,0.745598275,0.015916971,0.254401725,1,0.405614437,0.872928064,0.532130778,0.992041515,0.405614437
MRI_357.nii.gz,0.927509152,0.936136579,0.999015372,0.920708955,0.998256683,0.079291045,0.000984628,0.920708955,0.99921986,0.928358677,0.991207604,0.931454277,0.967575975,0.928358677
MRI_695.nii.gz,0.923115937,0.998141264,0.998948298,0.85464191,0.998943329,0.14535809,0.001051702,0.85464191,0.999988473,0.920834524,0.990613652,0.950274288,0.998544781,0.920834524
MRI_198.nii.gz,-0.012965652,0,0.978911795,0,0.971271515,1,0.021088205,0,0.992028333,0,0.837603379,0,0.489455897,0
MRI_636.nii.gz,0.938736478,0.906280508,0.999710504,0.973776224,0.998615265,0.026223776,0.000289496,0.973776224,0.998889249,0.938816787,0.997400557,0.925525905,0.952995506,0.938816787
MRI_624.nii.gz,,0.980057825,0.998809596,0.97810003,0.997844696,0.02189997,0.001190404,0.97810003,0.998918062,0.979077949,0.989387427,0.979469664,0.98943371,0.979077949
MRI_520.nii.gz,,0.994802079,0.99909767,0.9852815,0.998851776,0.0147185,0.00090233,0.9852815,0.999684202,0.990018901,0.991937233,0.991926642,0.996949875,0.990018901
MRI_471.nii.gz,0.977899313,0.972785486,0.999653051,0.983987046,0.999076843,0.016012954,0.000346949,0.983987046,0.999403709,0.978354204,0.996886104,0.976119083,0.986219268,0.978354204
MRI_176.nii.gz,0.860608053,0.962244363,0.99791344,0.771656854,0.997653961,0.228343146,0.00208656,0.771656854,0.999722827,0.856476079,0.981529286,0.895864864,0.980078902,0.856476079
MRI_828.nii.gz,0.962299542,0.962770827,0.999528716,0.962770827,0.999069214,0.037229173,0.000471284,0.962770827,0.999528716,0.962770827,0.995774371,0.962770827,0.981149771,0.962770827
MRI_246.nii.gz,0.722733769,0.528564793,1,1,0.988384247,0,0,1,0.988230974,0.691583105,1,0.615634298,0.764282397,0.691583105
MRI_416.nii.gz,0.799484995,0.676891303,0.998630912,0.96289445,0.982585907,0.03710555,0.001369088,0.96289445,0.983301312,0.794951264,0.987811707,0.743107633,0.837761108,0.794951264
MRI_749.nii.gz,0.913631727,0.912962963,0.999824162,0.914656772,0.999645233,0.085343228,0.000175838,0.914656772,0.99982034,0.913809082,0.998419678,0.913470447,0.956393562,0.913809082
MRI_445.nii.gz,0.958004562,0.963675214,0.999743039,0.952816901,0.999549866,0.047183099,0.000256961,0.952816901,0.999804391,0.958215297,0.997692096,0.960391823,0.981709126,0.958215297
MRI_258.nii.gz,0.554690078,0.351666783,0.998131822,0.915741583,0.962844849,0.084258417,0.001868178,0.915741583,0.963853356,0.508180166,0.98343398,0.431383307,0.674899302,0.508180166
MRI_541.nii.gz,0.870766066,0.783931133,0.999423922,0.973801461,0.993694305,0.026198539,0.000576078,0.973801461,0.99412941,0.868611398,0.994839087,0.832634899,0.891677528,0.868611398
MRI_468.nii.gz,0.931830396,0.930493274,0.999774164,0.933633296,0.999538422,0.066366704,0.000225836,0.933633296,0.999762684,0.93206064,0.997971145,0.93143306,0.965133719,0.93206064
MRI_197.nii.gz,0.960716267,0.962162767,0.998657246,0.961947398,0.997413635,0.038052602,0.001342754,0.961947398,0.998665134,0.962055071,0.988043652,0.962098146,0.980410007,0.962055071
MRI_302.nii.gz,0.891000425,0.848795782,0.998537983,0.941064939,0.994529724,0.058935061,0.001462017,0.941064939,0.995852472,0.892552076,0.986993968,0.874519132,0.923666882,0.892552076
MRI_235.nii.gz,0.828785842,0.752566735,0.998981599,0.917683881,0.995319366,0.082316119,0.001018401,0.917683881,0.996277259,0.826963757,0.990908462,0.795506959,0.875774167,0.826963757
MRI_323.nii.gz,0.896476583,0.828033344,0.999282961,0.977999271,0.992935181,0.022000729,0.000717039,0.977999271,0.993419109,0.896790013,0.993583456,0.867961165,0.913658152,0.896790013
MRI_849.nii.gz,0.92257616,0.971599402,0.998950553,0.877192982,0.99874115,0.122807018,0.001049447,0.877192982,0.999780703,0.921985816,0.990633613,0.941210542,0.985274978,0.921985816
MRI_823.nii.gz,0.967829273,0.995053586,0.999141216,0.942232631,0.999084473,0.057767369,0.000858784,0.942232631,0.999930314,0.967923015,0.992323681,0.978595752,0.997097401,0.967923015
MRI_646.nii.gz,0.880310022,0.997830803,0.999495573,0.777027027,0.999492645,0.222972973,0.000504427,0.777027027,0.999996177,0.873694207,0.995478403,0.919448331,0.998663188,0.873694207
MRI_214.nii.gz,0.919999306,0.877202302,0.998847912,0.971658331,0.993606567,0.028341669,0.001152088,0.971658331,0.994494874,0.922017495,0.989725906,0.903552929,0.938025107,0.922017495
MRI_148.nii.gz,0.778319027,0.995613372,0.984107728,0.618434652,0.984397888,0.381565348,0.015892272,0.618434652,0.999884692,0.762953518,0.873103003,0.841623405,0.98986055,0.762953518
MRI_729.nii.gz,0.933545553,0.946764092,0.998819257,0.922451055,0.998058319,0.077548945,0.001180743,0.922451055,0.999209948,0.934449453,0.989472756,0.939336665,0.972791675,0.934449453
MRI_652.nii.gz,0.899021114,0.86565097,0.99983169,0.934230194,0.999462128,0.065769806,0.00016831,0.934230194,0.999629028,0.898634076,0.998487245,0.885143747,0.93274133,0.898634076
MRI_837.nii.gz,0.957261083,0.973764906,0.999321011,0.941990771,0.999034882,0.058009229,0.000678989,0.941990771,0.999702829,0.957614341,0.993922116,0.964009849,0.986542959,0.957614341
MRI_299.nii.gz,,0.744333571,0.998262895,0.960364171,0.984672546,0.039635829,0.001737105,0.960364171,0.985724519,0.838660456,0.984580342,0.798199217,0.871298233,0.838660456
MRI_486.nii.gz,0.855564552,0.73262662,1,1,0.999134064,0,0,1,0.999132004,0.845683209,1,0.79651684,0.86631331,0.845683209
MRI_268.nii.gz,0.649247479,0.426961422,0.999980585,0.997468354,0.989894867,0.002531646,1.94E-05,0.997468354,0.989837375,0.597966307,0.99982529,0.515396489,0.713471003,0.597966307
MRI_777.nii.gz,0.809271979,0.767184035,0.999774545,0.854320988,0.99937439,0.145679012,0.000225455,0.854320988,0.999598837,0.808411215,0.997974558,0.791399817,0.88347929,0.808411215
MRI_373.nii.gz,0.247882474,0.189581668,0.982992894,0.403745212,0.93755722,0.596254788,0.017007106,0.403745212,0.952307964,0.258011876,0.86526735,0.225459673,0.586287281,0.258011876
MRI_506.nii.gz,0.92907816,0.934024267,0.998861295,0.926297318,0.997882843,0.073702682,0.001138705,0.926297318,0.998988979,0.930144745,0.98984417,0.93169268,0.966442781,0.930144745
MRI_602.nii.gz,0.973445333,0.990643076,0.998997136,0.957730263,0.998809814,0.042269737,0.001002864,0.957730263,0.99978521,0.97390868,0.991046059,0.980534133,0.994820106,0.97390868
MRI_832.nii.gz,0.935783659,0.980452675,0.998699986,0.894555695,0.998497009,0.105444305,0.001300014,0.894555695,0.999779879,0.935536649,0.988420305,0.953,0.989576331,0.935536649
MRI_518.nii.gz,0.946647612,0.910603427,0.999630052,0.98734518,0.996894836,0.01265482,0.000369948,0.98734518,0.997173322,0.947422814,0.996680296,0.932343444,0.95511674,0.947422814
MRI_787.nii.gz,0.943599897,0.994017946,0.999115854,0.896582734,0.999076843,0.103417266,0.000884146,0.896582734,0.999953832,0.942789598,0.992098573,0.962633967,0.9965669,0.942789598
MRI_317.nii.gz,0.634621222,0.451672011,0.999173708,0.902517162,0.990055084,0.097482838,0.000826292,0.902517162,0.990790855,0.602045489,0.992612204,0.531292939,0.725422859,0.602045489
MRI_701.nii.gz,0.633861957,0.419890937,0.99977932,0.965949821,0.991260529,0.034050179,0.00022068,0.965949821,0.991423197,0.585339367,0.998017384,0.505644329,0.709835129,0.585339367
MRI_270.nii.gz,0.941470985,0.9559532,0.999585716,0.927855711,0.999343872,0.072144289,0.000414284,0.927855711,0.999754457,0.941694915,0.996283764,0.947346883,0.977769458,0.941694915
MRI_760.nii.gz,0.955316213,0.978449409,0.998981958,0.934019067,0.998683929,0.065980933,0.001018042,0.934019067,0.999682365,0.955718136,0.990911639,0.964682714,0.988715683,0.955718136
MRI_095.nii.gz,0.873650046,0.999396682,0.996105537,0.766720667,0.996147156,0.233279333,0.003894463,0.766720667,0.999992243,0.867731797,0.96600885,0.916003097,0.997751109,0.867731797
MRI_588.nii.gz,0.965150424,0.950864114,0.999783945,0.980433263,0.999233246,0.019566737,0.000216055,0.980433263,0.999440763,0.965422329,0.998058858,0.959545874,0.975324029,0.965422329
MRI_719.nii.gz,0.958057302,0.972640693,0.997509916,0.947377298,0.996414185,0.052622702,0.002490084,0.947377298,0.998737444,0.959842789,0.978026965,0.964921322,0.985075305,0.959842789
MRI_545.nii.gz,0.971553719,0.966596343,0.999512587,0.977769874,0.99879837,0.022230126,0.000487413,0.977769874,0.99925932,0.972151003,0.995630321,0.969921496,0.983054465,0.972151003
MRI_638.nii.gz,0.936786281,0.956195965,0.999435503,0.918604651,0.999149323,0.081395349,0.000564497,0.918604651,0.999708072,0.93702344,0.994942371,0.944599442,0.977815734,0.93702344
MRI_681.nii.gz,0.823173496,0.988755622,0.997695641,0.686979167,0.997650146,0.313020833,0.002304359,0.686979167,0.999942357,0.81069453,0.979636169,0.873625646,0.993225631,0.81069453
MRI_222.nii.gz,0.847251305,0.792364873,0.99770266,0.915029827,0.991485596,0.084970173,0.00229734,0.915029827,0.993544116,0.84929102,0.979697079,0.825566437,0.895033767,0.84929102
MRI_365.nii.gz,0.920918784,0.884523591,0.999259828,0.962060703,0.996875763,0.037939297,0.000740172,0.962060703,0.997553824,0.921664275,0.993377663,0.9064399,0.941891709,0.921664275
MRI_480.nii.gz,0.976134684,0.9779867,0.999577164,0.975080018,0.999217987,0.024919982,0.000422836,0.975080018,0.999627575,0.976531196,0.996207303,0.977112878,0.988781932,0.976531196
MRI_583.nii.gz,0.980649387,0.972291438,0.999631115,0.990556458,0.998584747,0.009443542,0.000368885,0.990556458,0.99889812,0.981338967,0.996689802,0.977699825,0.985961277,0.981338967
MRI_685.nii.gz,0.912081084,0.975198877,0.998634652,0.854448544,0.998443604,0.145551456,0.001365348,0.854448544,0.999795922,0.910839161,0.98784464,0.935536003,0.986916765,0.910839161
MRI_499.nii.gz,0.954411144,0.918188885,0.999833235,0.995575221,0.996627808,0.004424779,0.000166765,0.995575221,0.996667353,0.955317428,0.998501118,0.940111421,0.95901106,0.955317428
MRI_744.nii.gz,0.898503411,0.815267176,0.999980879,0.990723562,0.999519348,0.009276438,1.91E-05,0.990723562,0.999537471,0.894472362,0.999827935,0.861012577,0.907624027,0.894472362
MRI_254.nii.gz,,0.980238997,0.996938638,0.957303883,0.995845795,0.042696117,0.003061362,0.957303883,0.998613939,0.968635696,0.973106391,0.973243896,0.988588818,0.968635696
MRI_639.nii.gz,0.95301615,0.92806945,0.999819039,0.979493892,0.999156952,0.020506108,0.000180961,0.979493892,0.999330388,0.953088516,0.998373709,0.942920744,0.963944245,0.953088516
MRI_386.nii.gz,0.665973241,0.47117848,0.999564981,0.95170332,0.990123749,0.04829668,0.000435019,0.95170332,0.99046666,0.630301299,0.996098407,0.555289974,0.73537173,0.630301299
MRI_249.nii.gz,0.689267224,0.58937624,0.997666989,0.81648855,0.990600586,0.18351145,0.002333011,0.81648855,0.99280331,0.684587814,0.979387611,0.643035783,0.793521614,0.684587814
MRI_910.nii.gz,0.932212057,0.980352304,0.999294121,0.887185776,0.999187469,0.112814224,0.000705879,0.887185776,0.999888681,0.931445124,0.993682765,0.950410509,0.989823212,0.931445124
MRI_650.nii.gz,0.878146349,0.95412844,0.999529815,0.808709176,0.999435425,0.191290824,0.000470185,0.808709176,0.999904398,0.875420875,0.99578419,0.905292479,0.976829128,0.875420875
MRI_056.nii.gz,0.883982199,0.990937138,0.994777357,0.792933189,0.994701385,0.207066811,0.005222643,0.792933189,0.999816164,0.880946259,0.95488132,0.921876401,0.992857248,0.880946259
MRI_725.nii.gz,0.93757409,0.997195388,0.998362523,0.883002208,0.998348236,0.116997792,0.001637477,0.883002208,0.999965186,0.936631055,0.98545327,0.959952002,0.997778956,0.936631055
MRI_657.nii.gz,0.939403066,0.967229394,0.999643865,0.912839738,0.999519348,0.087160262,0.000356135,0.912839738,0.999873601,0.93924783,0.996803892,0.950243902,0.98343663,0.93924783
MRI_128.nii.gz,0.827680363,0.92422516,0.989465915,0.752411874,0.987281799,0.247588126,0.010534085,0.752411874,0.997354434,0.829515238,0.912561881,0.864970354,0.956845537,0.829515238
MRI_690.nii.gz,0.893887103,0.93877551,0.999448829,0.851851852,0.99924469,0.148148148,0.000551171,0.851851852,0.99979324,0.893203883,0.995061239,0.910891089,0.96911217,0.893203883
MRI_059.nii.gz,0.884713316,0.998468137,0.99658529,0.786628047,0.996608734,0.213371953,0.00341471,0.786628047,0.99998062,0.879978399,0.970084827,0.923831392,0.997526714,0.879978399
MRI_355.nii.gz,-0.003800166,0,0.998085867,0,0.990570068,1,0.001914133,0,0.992455455,0,0.983032625,0,0.499042933,0
MRI_734.nii.gz,0.835549358,1,0.998330334,0.699310345,0.998336792,0.300689655,0.001669666,0.699310345,1,0.823051948,0.985171077,0.885744235,0.999165167,0.823051948
MRI_436.nii.gz,0.844838112,0.836387435,0.999582983,0.854278075,0.999107361,0.145721925,0.000417017,0.854278075,0.999521798,0.845238095,0.996259323,0.841675448,0.917985209,0.845238095
MRI_501.nii.gz,0.978067731,0.987526427,0.999428935,0.969489415,0.999214172,0.030510585,0.000571065,0.969489415,0.999770719,0.978424801,0.994883793,0.982045244,0.993477681,0.978424801
MRI_594.nii.gz,0.963440095,0.941941075,0.999826041,0.986388385,0.999061584,0.013611615,0.000173959,0.986388385,0.999223453,0.963652482,0.998436547,0.954848911,0.970883558,0.963652482
MRI_563.nii.gz,0.956407133,0.980732636,0.998871831,0.934073403,0.998580933,0.065926597,0.001128169,0.934073403,0.999685718,0.956834532,0.989937295,0.966252637,0.989802233,0.956834532
MRI_827.nii.gz,0.942755868,0.993536804,0.998758478,0.895759145,0.998703003,0.104240855,0.001241522,0.895759145,0.999930517,0.942117807,0.988936186,0.962033238,0.996147641,0.942117807
MRI_310.nii.gz,0.705359801,0.919140872,0.990725081,0.547816265,0.989860535,0.452183735,0.009274919,0.547816265,0.999003239,0.686482661,0.922291638,0.763819623,0.954932976,0.686482661
MRI_118.nii.gz,0.752162521,0.861544462,0.995642962,0.661377246,0.99433136,0.338622754,0.004357038,0.661377246,0.998628306,0.748306233,0.96210745,0.789831236,0.928593712,0.748306233
MRI_781.nii.gz,0.924112662,0.919520548,0.999843248,0.929065744,0.999664307,0.070934256,0.000156752,0.929065744,0.999820313,0.924268503,0.998591001,0.922363449,0.959681898,0.924268503
MRI_243.nii.gz,0.906405299,0.94445957,0.998038465,0.872484909,0.99728775,0.127515091,0.001961535,0.872484909,0.999209817,0.907046673,0.982618931,0.921650416,0.971249017,0.907046673
MRI_042.nii.gz,0.862458384,0.811511495,0.99696652,0.929238237,0.988288879,0.070761763,0.00303348,0.929238237,0.990804671,0.866393942,0.973345524,0.84357362,0.904239007,0.866393942
MRI_028.nii.gz,0.625539302,0.892682927,0.996441199,0.440433213,0.996116638,0.559566787,0.003558801,0.440433213,0.999662165,0.589846898,0.968857436,0.68245385,0.944562063,0.589846898
MRI_033.nii.gz,,0.988743104,0.996401721,0.936784857,0.996009827,0.063215143,0.003598279,0.936784857,0.999391095,0.962062962,0.96852163,0.97256035,0.992572412,0.962062962
MRI_821.nii.gz,0.945340646,0.981520591,0.999304515,0.91127451,0.999176025,0.08872549,0.000695485,0.91127451,0.999865438,0.945094052,0.993775268,0.959335329,0.990412553,0.945094052
MRI_446.nii.gz,0.951239009,0.964559387,0.999747223,0.938490214,0.999607086,0.061509786,0.000252777,0.938490214,0.999858276,0.951346245,0.997729601,0.956587822,0.982153305,0.951346245
MRI_776.nii.gz,0.8942121,1,0.999096471,0.800338409,0.999099731,0.199661591,0.000903529,0.800338409,1,0.889097744,0.991926594,0.930369788,0.999548235,0.889097744
MRI_396.nii.gz,0.965954281,0.991184153,0.997853382,0.94373057,0.997619629,0.05626943,0.002146618,0.94373057,0.9996792,0.966875464,0.981006607,0.976454442,0.994518767,0.966875464
MRI_839.nii.gz,0.856084609,0.761137441,0.999885097,0.963985594,0.998924255,0.036014406,0.000114903,0.963985594,0.999035632,0.850635593,0.99896682,0.81242412,0.880511269,0.850635593
MRI_466.nii.gz,0.82097814,0.967836257,0.999449966,0.696842105,0.999408722,0.303157895,0.000550034,0.696842105,0.999957962,0.810281518,0.995071381,0.866719036,0.983643112,0.810281518
MRI_079.nii.gz,0.847437063,0.998753894,0.99761648,0.720773381,0.997623444,0.279226619,0.00238352,0.720773381,0.999992305,0.837294333,0.978949708,0.895180656,0.998185187,0.837294333
MRI_072.nii.gz,0.734368315,0.792406957,0.992632313,0.691303638,0.988548279,0.308696362,0.007367687,0.691303638,0.995664317,0.738410596,0.937381634,0.759101333,0.892519635,0.738410596
MRI_356.nii.gz,0.894372946,0.888888889,0.999574729,0.90080429,0.999095917,0.09919571,0.000425271,0.90080429,0.999517288,0.894806924,0.996185538,0.892430279,0.944231809,0.894806924
MRI_604.nii.gz,0.809423332,0.663199755,0.999934331,0.99221968,0.995735168,0.00778032,6.57E-05,0.99221968,0.995764717,0.795012835,0.999409291,0.736463075,0.831567043,0.795012835
MRI_084.nii.gz,0.697036745,0.584588951,0.996881113,0.847805252,0.984981537,0.152194748,0.003118887,0.847805252,0.987766953,0.69201283,0.972613345,0.644630026,0.790735032,0.69201283
MRI_476.nii.gz,0.973169885,0.960227273,0.99986118,0.986861314,0.999435425,0.013138686,0.00013882,0.986861314,0.999568241,0.973362131,0.998752003,0.968065301,0.980044226,0.973362131
MRI_421.nii.gz,0.634900865,0.441398308,0.998554053,0.949626076,0.966148376,0.050373924,0.001445947,0.949626076,0.966607464,0.602668577,0.98713529,0.52582233,0.71997618,0.602668577
MRI_765.nii.gz,0.925298335,0.957241379,0.998757927,0.896061975,0.998298645,0.103938025,0.001242073,0.896061975,0.999521321,0.925641881,0.988931327,0.938027979,0.977999653,0.925641881
MRI_495.nii.gz,0.978940404,0.982210557,0.999683049,0.976231884,0.999454498,0.023768116,0.000316951,0.976231884,0.9997642,0.979212095,0.997154655,0.98040928,0.990946803,0.979212095
MRI_579.nii.gz,0.919623511,0.860282021,0.999653043,0.988122554,0.995128632,0.011877446,0.000346957,0.988122554,0.995332404,0.919781393,0.996886034,0.8950206,0.929967532,0.919781393
MRI_074.nii.gz,0.871002419,0.913092551,0.99813092,0.833447802,0.997268677,0.166552198,0.00186908,0.833447802,0.999108906,0.871454219,0.983426107,0.887645381,0.955611736,0.871454219
MRI_204.nii.gz,-0.025727092,0.006273526,0.958470563,0.003274088,0.938205719,0.996725912,0.041529437,0.003274088,0.97795223,0.004302662,0.719445298,0.004921052,0.482372044,0.004302662
MRI_783.nii.gz,0.76887554,0.970674487,0.999190231,0.609576427,0.999153137,0.390423573,0.000809769,0.609576427,0.999961774,0.748868778,0.992758986,0.824203187,0.984932359,0.748868778
MRI_737.nii.gz,0.885462275,0.99856425,0.998550341,0.786319955,0.998550415,0.213680045,0.001449659,0.786319955,0.999992319,0.879822897,0.987102644,0.923761456,0.998557295,0.879822897
MRI_055.nii.gz,0.804003062,0.996773393,0.991767236,0.653965152,0.991844177,0.346034848,0.008232764,0.653965152,0.999949219,0.789773845,0.930483616,0.861322009,0.994270314,0.789773845
MRI_433.nii.gz,0.95432184,0.952981651,0.999708141,0.956271577,0.999397278,0.043728423,0.000291859,0.956271577,0.999685107,0.954623779,0.997379391,0.95396625,0.976344896,0.954623779
MRI_247.nii.gz,0.779335858,0.629322268,0.999564559,0.976185368,0.98935318,0.023814632,0.000435441,0.976185368,0.989591546,0.765284669,0.996094636,0.704410695,0.814443414,0.765284669
MRI_658.nii.gz,0.961808774,0.978964401,0.999731706,0.9453125,0.999633789,0.0546875,0.000268294,0.9453125,0.999900331,0.961844197,0.997590527,0.968619917,0.989348054,0.961844197
MRI_665.nii.gz,0.944793994,0.988215488,0.999520992,0.903772132,0.999469757,0.096227868,0.000479008,0.903772132,0.999946328,0.944109369,0.995705386,0.961270777,0.99386824,0.944109369
MRI_228.nii.gz,0.666389993,0.459039548,0.999789457,0.979653353,0.988105774,0.020346647,0.000210543,0.979653353,0.988192223,0.625150277,0.998108302,0.54610376,0.729414503,0.625150277
MRI_527.nii.gz,0.951762592,1,0.99909567,0.906671962,0.999103546,0.093328038,0.00090433,0.906671962,1,0.951051864,0.991919493,0.970044614,0.999547835,0.951051864
MRI_040.nii.gz,0.845427901,0.884330725,0.996282268,0.813776999,0.994262695,0.186223001,0.003717732,0.813776999,0.997871637,0.847588164,0.967506819,0.861912613,0.940306497,0.847588164
MRI_209.nii.gz,0.743029585,0.930087391,0.998060021,0.595047923,0.997852325,0.404952077,0.001939979,0.595047923,0.999785352,0.72576717,0.982807019,0.795685144,0.964073706,0.72576717
MRI_330.nii.gz,0.948392645,0.948666667,0.999413454,0.949299533,0.998832703,0.050700467,0.000586546,0.949299533,0.99940574,0.948982994,0.994745737,0.948856438,0.97404006,0.948982994
MRI_469.nii.gz,0.967945106,0.97641791,0.99947835,0.960364063,0.999183655,0.039635937,0.00052165,0.960364063,0.999694672,0.968324452,0.995324657,0.971545681,0.98794813,0.968324452
MRI_037.nii.gz,0.924251152,0.934978928,0.999443342,0.914605418,0.999034882,0.085394582,0.000556658,0.914605418,0.999585327,0.924679964,0.995012288,0.928772203,0.967211135,0.924679964
MRI_430.nii.gz,0.973220951,0.980017528,0.999270782,0.96763586,0.998851776,0.03236414,0.000729218,0.96763586,0.999555323,0.973787338,0.9934751,0.976269884,0.989644155,0.973787338
MRI_824.nii.gz,0.973035245,0.983069361,0.99947772,0.963855422,0.999248505,0.036144578,0.00052228,0.963855422,0.99976007,0.973367581,0.995319037,0.977225223,0.99127354,0.973367581
MRI_731.nii.gz,0.8971566,1,0.998309727,0.806252752,0.998321533,0.193747248,0.001690273,0.806252752,1,0.892735251,0.984990505,0.932755986,0.999154864,0.892735251
MRI_814.nii.gz,0.864415373,0.879239041,0.997884085,0.853586724,0.996242523,0.146413276,0.002115915,0.853586724,0.998305006,0.866223007,0.98127375,0.8713829,0.938561563,0.866223007
MRI_107.nii.gz,0.925433032,0.904975124,0.999236801,0.94863103,0.99779129,0.05136897,0.000763199,0.94863103,0.998521151,0.926288988,0.993172892,0.917644091,0.952105963,0.926288988
MRI_187.nii.gz,0.95277408,0.960169193,0.998822474,0.947478261,0.99798584,0.052521739,0.001177526,0.947478261,0.999118544,0.953781513,0.98950117,0.956326359,0.979495834,0.953781513
MRI_069.nii.gz,,0,1,,0.997158051,,0,,0.997158051,0,1,0,0.5,0
MRI_589.nii.gz,0.968158072,0.975416036,0.999603083,0.961595824,0.999359131,0.038404176,0.000396917,0.961595824,0.999749482,0.968456628,0.996439053,0.97122844,0.98750956,0.968456628
MRI_327.nii.gz,0.75793818,0.594927536,0.999590332,0.979324056,0.986808777,0.020675944,0.000409668,0.979324056,0.986955203,0.740195342,0.996325031,0.674332649,0.797258934,0.740195342
MRI_253.nii.gz,2.106737001,0.988702322,0.994095072,0.930089704,0.99369812,0.069910296,0.005904928,0.930089704,0.999097802,0.958500804,0.94925291,0.970357259,0.991398697,0.958500804
MRI_913.nii.gz,0.961019875,0.948303716,0.999881183,0.974273859,0.999637604,0.025726141,0.000118817,0.974273859,0.999754732,0.961113385,0.998931665,0.955948213,0.974092449,0.961113385
MRI_854.nii.gz,0.95485111,0.921605102,0.999872282,0.990574122,0.998748779,0.009425878,0.000127718,0.990574122,0.998859432,0.954845815,0.998851708,0.941265878,0.960738692,0.954845815
MRI_382.nii.gz,0.936823647,0.888073394,0.999957863,0.988764045,0.999492645,0.011235955,4.21E-05,0.988764045,0.999532862,0.935717738,0.999620896,0.91605943,0.944015629,0.935717738
MRI_876.nii.gz,0.84127587,0.835766423,0.999371763,0.848148148,0.998687744,0.151851852,0.000628237,0.848148148,0.999310514,0.841911765,0.994374142,0.839442815,0.917569093,0.841911765
MRI_835.nii.gz,0.540687929,0.320112179,0.999734256,0.920506912,0.993263245,0.079493088,0.000265744,0.920506912,0.993504953,0.475029727,0.997613374,0.397987647,0.659923218,0.475029727
MRI_273.nii.gz,0.934830784,0.885804416,0.999930918,0.987341772,0.999240875,0.012658228,6.91E-05,0.987341772,0.999305774,0.933821084,0.999378603,0.914002995,0.942867667,0.933821084
MRI_047.nii.gz,0.898182725,0.867521368,0.999596938,0.931192661,0.998771667,0.068807339,0.000403062,0.931192661,0.999167364,0.898230088,0.996384104,0.885689354,0.933559153,0.898230088
MRI_388.nii.gz,0.64205701,0.91065158,0.9893983,0.458906803,0.988628387,0.541093197,0.0106017,0.458906803,0.99910915,0.610275853,0.912044518,0.703033224,0.95002494,0.610275853
MRI_797.nii.gz,0.468262849,0.413647852,0.998363715,0.534858388,0.995716095,0.465141612,0.001636285,0.534858388,0.99733564,0.466508314,0.98546372,0.443821748,0.706005783,0.466508314
MRI_612.nii.gz,0.938510412,0.982758621,0.999647957,0.896629213,0.999595642,0.103370787,0.000352043,0.896629213,0.999946412,0.937720329,0.996840515,0.955231027,0.991203289,0.937720329
MRI_590.nii.gz,0.957204232,0.945830598,0.999652641,0.969707169,0.999027252,0.030292831,0.000347359,0.969707169,0.99936336,0.957620076,0.996882433,0.952869191,0.972741619,0.957620076
MRI_017.nii.gz,-0.015187412,0,0.955216328,0,0.950515747,1,0.044783672,0,0.994849518,0,0.703259857,0,0.477608164,0
MRI_094.nii.gz,0.866612619,0.980822679,0.995904017,0.769180471,0.995697021,0.230819529,0.004095983,0.769180471,0.999732097,0.862203763,0.964305777,0.906033376,0.988363348,0.862203763
MRI_629.nii.gz,0.969690108,0.965308967,0.999389879,0.975583033,0.998550415,0.024416967,0.000610121,0.975583033,0.999124162,0.970418807,0.994535583,0.968368393,0.982349423,0.970418807
MRI_307.nii.gz,0.878951795,0.889621812,0.99444121,0.8788774,0.989894867,0.1211226,0.00555879,0.8788774,0.994992718,0.884216968,0.952100975,0.886371005,0.942031511,0.884216968
MRI_378.nii.gz,0.604344583,0.404186255,0.998411633,0.949014455,0.95790863,0.050985545,0.001588367,0.949014455,0.958174546,0.56692048,0.985884065,0.488283099,0.701298944,0.56692048
MRI_336.nii.gz,0.962275842,0.949802372,0.999768888,0.975639464,0.999286652,0.024360536,0.000231112,0.975639464,0.999510938,0.962547567,0.997923828,0.957408662,0.97478563,0.962547567
MRI_724.nii.gz,0.928299016,0.994879298,0.998400216,0.867623604,0.998363495,0.132376396,0.001599784,0.867623604,0.999945948,0.926904072,0.985783885,0.952948183,0.996639757,0.926904072
MRI_012.nii.gz,,0.961388709,0.999019278,0.979747045,0.997249603,0.020252955,0.000980722,0.979747045,0.998096358,0.970481064,0.991242215,0.966823562,0.980203993,0.970481064
